name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Shut Up and Dance *by* WALK THE MOON,0.578,0.866,1,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,audio_features,4kbj5MwxO1bq9wjT5g9HaA,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,https://api.spotify.com/v1/tracks/4kbj5MwxO1bq9wjT5g9HaA,https://api.spotify.com/v1/audio-analysis/4kbj5MwxO1bq9wjT5g9HaA,199080,4
給我一個理由忘記 *by* A-Lin,0.399,0.512,8,-5.801,1,0.0357,0.583,0,0.104,0.197,133.175,audio_features,2DcmVSLAg0ZzfOQxDshZHY,spotify:track:2DcmVSLAg0ZzfOQxDshZHY,https://api.spotify.com/v1/tracks/2DcmVSLAg0ZzfOQxDshZHY,https://api.spotify.com/v1/audio-analysis/2DcmVSLAg0ZzfOQxDshZHY,285547,4
可惜沒如果 *by* JJ Lin,0.486,0.424,0,-5.755,1,0.0262,0.617,0,0.116,0.286,79.989,audio_features,6WoQzK5Exbfcmow1AoNRkl,spotify:track:6WoQzK5Exbfcmow1AoNRkl,https://api.spotify.com/v1/tracks/6WoQzK5Exbfcmow1AoNRkl,https://api.spotify.com/v1/audio-analysis/6WoQzK5Exbfcmow1AoNRkl,298293,4
"你,好不好? - TVBS連續劇【遺憾拼圖】片尾曲 *by* Eric Chou",0.439,0.477,10,-5.638,1,0.0307,0.643,0,0.114,0.535,159.819,audio_features,2gug6MRv4xQFYi9LA3PJCS,spotify:track:2gug6MRv4xQFYi9LA3PJCS,https://api.spotify.com/v1/tracks/2gug6MRv4xQFYi9LA3PJCS,https://api.spotify.com/v1/audio-analysis/2gug6MRv4xQFYi9LA3PJCS,287307,4
泡沫 *by* G.E.M.,0.551,0.403,4,-8.391,1,0.0307,0.237,0,0.165,0.162,136.02,audio_features,2IfSPLPDW6RGosdB5huwAA,spotify:track:2IfSPLPDW6RGosdB5huwAA,https://api.spotify.com/v1/tracks/2IfSPLPDW6RGosdB5huwAA,https://api.spotify.com/v1/audio-analysis/2IfSPLPDW6RGosdB5huwAA,258866,4
背叛 *by* Gary Chaw,0.368,0.449,11,-7.049,1,0.0298,0.729,0,0.132,0.273,133.974,audio_features,48VzfSDNpxIfWohA9bZgfo,spotify:track:48VzfSDNpxIfWohA9bZgfo,https://api.spotify.com/v1/tracks/48VzfSDNpxIfWohA9bZgfo,https://api.spotify.com/v1/audio-analysis/48VzfSDNpxIfWohA9bZgfo,321629,4
突然好想你 *by* Mayday,0.471,0.459,2,-6.502,1,0.0268,0.213,5.32e-06,0.197,0.383,140.17,audio_features,3mTmGzRwgPPqLSi7Smvkxt,spotify:track:3mTmGzRwgPPqLSi7Smvkxt,https://api.spotify.com/v1/tracks/3mTmGzRwgPPqLSi7Smvkxt,https://api.spotify.com/v1/audio-analysis/3mTmGzRwgPPqLSi7Smvkxt,265867,4
想你的夜 (未眠版) *by* Grady Guan,0.534,0.386,4,-8.497,1,0.0367,0.396,0,0.16,0.164,124.025,audio_features,5hDVVxJefgZfcGqhuy0Gtt,spotify:track:5hDVVxJefgZfcGqhuy0Gtt,https://api.spotify.com/v1/tracks/5hDVVxJefgZfcGqhuy0Gtt,https://api.spotify.com/v1/audio-analysis/5hDVVxJefgZfcGqhuy0Gtt,284680,4
算什麼男人 *by* Jay Chou,0.523,0.572,1,-6.834,1,0.0274,0.356,1.29e-06,0.121,0.306,106.943,audio_features,7vs3JM90lKhp11av83WA5j,spotify:track:7vs3JM90lKhp11av83WA5j,https://api.spotify.com/v1/tracks/7vs3JM90lKhp11av83WA5j,https://api.spotify.com/v1/audio-analysis/7vs3JM90lKhp11av83WA5j,289480,4
那些年 *by* Hu Xia,0.544,0.528,5,-8.131,1,0.0271,0.299,0,0.107,0.215,79.045,audio_features,3v8FOuA8jxAC5SOA2uN6Mg,spotify:track:3v8FOuA8jxAC5SOA2uN6Mg,https://api.spotify.com/v1/tracks/3v8FOuA8jxAC5SOA2uN6Mg,https://api.spotify.com/v1/audio-analysis/3v8FOuA8jxAC5SOA2uN6Mg,369867,4
你不知道的事 *by* Leehom Wang,0.493,0.295,1,-9.924,1,0.0251,0.494,0,0.13,0.301,86.982,audio_features,6KAw9NEvkVlIhg5T0G97M8,spotify:track:6KAw9NEvkVlIhg5T0G97M8,https://api.spotify.com/v1/tracks/6KAw9NEvkVlIhg5T0G97M8,https://api.spotify.com/v1/audio-analysis/6KAw9NEvkVlIhg5T0G97M8,277160,4
寂寞寂寞就好 *by* Hebe Tien,0.465,0.496,4,-7.864,1,0.0273,0.407,0,0.109,0.167,151.89,audio_features,4LhAUjPqfLpBVNYEdPd5Go,spotify:track:4LhAUjPqfLpBVNYEdPd5Go,https://api.spotify.com/v1/tracks/4LhAUjPqfLpBVNYEdPd5Go,https://api.spotify.com/v1/audio-analysis/4LhAUjPqfLpBVNYEdPd5Go,275120,4
以後別做朋友 *by* Eric Chou,0.423,0.36,3,-9.458,1,0.0372,0.728,0,0.105,0.291,130.576,audio_features,7zyYmIdjqqiX6kLryb7QBx,spotify:track:7zyYmIdjqqiX6kLryb7QBx,https://api.spotify.com/v1/tracks/7zyYmIdjqqiX6kLryb7QBx,https://api.spotify.com/v1/audio-analysis/7zyYmIdjqqiX6kLryb7QBx,260573,4
她說 *by* JJ Lin,0.335,0.326,0,-7.223,1,0.0331,0.948,0,0.0619,0.326,169.267,audio_features,632VyMrvhsHIsO4zq9khts,spotify:track:632VyMrvhsHIsO4zq9khts,https://api.spotify.com/v1/tracks/632VyMrvhsHIsO4zq9khts,https://api.spotify.com/v1/audio-analysis/632VyMrvhsHIsO4zq9khts,318499,4
明明就 *by* Jay Chou,0.543,0.428,9,-8.966,1,0.0262,0.14,0,0.0876,0.173,112.985,audio_features,04x6DpeFQ72efXsD0DmWPQ,spotify:track:04x6DpeFQ72efXsD0DmWPQ,https://api.spotify.com/v1/tracks/04x6DpeFQ72efXsD0DmWPQ,https://api.spotify.com/v1/audio-analysis/04x6DpeFQ72efXsD0DmWPQ,260387,4
你那麼愛她 *by* 林隆璇,0.516,0.643,10,-4.612,1,0.0296,0.467,0,0.105,0.201,120.155,audio_features,6h9km3YJWVABKCV6SVF9LS,spotify:track:6h9km3YJWVABKCV6SVF9LS,https://api.spotify.com/v1/tracks/6h9km3YJWVABKCV6SVF9LS,https://api.spotify.com/v1/audio-analysis/6h9km3YJWVABKCV6SVF9LS,261880,4
演員 *by* Joker Xue,0.703,0.426,11,-10.676,1,0.0301,0.424,8.86e-06,0.111,0.186,91.613,audio_features,34mRQFXVDXFdZz3pqddU7x,spotify:track:34mRQFXVDXFdZz3pqddU7x,https://api.spotify.com/v1/tracks/34mRQFXVDXFdZz3pqddU7x,https://api.spotify.com/v1/audio-analysis/34mRQFXVDXFdZz3pqddU7x,261250,4
唯一 *by* Leehom Wang,0.438,0.45,3,-6.931,1,0.0302,0.245,0,0.305,0.181,125.646,audio_features,6LLyiqMoNoex4Zu0ka4iF2,spotify:track:6LLyiqMoNoex4Zu0ka4iF2,https://api.spotify.com/v1/tracks/6LLyiqMoNoex4Zu0ka4iF2,https://api.spotify.com/v1/audio-analysis/6LLyiqMoNoex4Zu0ka4iF2,262013,4
新不了情 *by* Jam Hsiao,0.25,0.386,8,-8.403,1,0.0303,0.227,0,0.102,0.162,67.907,audio_features,6TpLVNUQFASvBOuPRFtCfC,spotify:track:6TpLVNUQFASvBOuPRFtCfC,https://api.spotify.com/v1/tracks/6TpLVNUQFASvBOuPRFtCfC,https://api.spotify.com/v1/audio-analysis/6TpLVNUQFASvBOuPRFtCfC,264813,4
情非得已 *by* Harlem Yu,0.686,0.48,9,-7.59,0,0.0241,0.436,0,0.0879,0.729,106.908,audio_features,4KBegMBVyHsfC7fPOztTzV,spotify:track:4KBegMBVyHsfC7fPOztTzV,https://api.spotify.com/v1/tracks/4KBegMBVyHsfC7fPOztTzV,https://api.spotify.com/v1/audio-analysis/4KBegMBVyHsfC7fPOztTzV,273960,4
說好的幸福呢 *by* Jay Chou,0.543,0.473,9,-7.958,0,0.0282,0.345,0,0.134,0.24,117.61,audio_features,6W2tmkeuHKaedHhdTPnyVs,spotify:track:6W2tmkeuHKaedHhdTPnyVs,https://api.spotify.com/v1/tracks/6W2tmkeuHKaedHhdTPnyVs,https://api.spotify.com/v1/audio-analysis/6W2tmkeuHKaedHhdTPnyVs,254720,4
依然愛你 *by* Leehom Wang,0.635,0.374,9,-10.116,1,0.0587,0.837,0,0.129,0.401,147.989,audio_features,7qOp7uoBitD281yF5PxWAy,spotify:track:7qOp7uoBitD281yF5PxWAy,https://api.spotify.com/v1/tracks/7qOp7uoBitD281yF5PxWAy,https://api.spotify.com/v1/audio-analysis/7qOp7uoBitD281yF5PxWAy,244600,4
最近 *by* Sam Lee,0.664,0.432,11,-7.406,1,0.0328,0.59,0,0.139,0.29,113.879,audio_features,57pUHpCltt09b5w1W6m9qb,spotify:track:57pUHpCltt09b5w1W6m9qb,https://api.spotify.com/v1/tracks/57pUHpCltt09b5w1W6m9qb,https://api.spotify.com/v1/audio-analysis/57pUHpCltt09b5w1W6m9qb,243442,4
你还要我怎样 *by* Joker Xue,0.586,0.197,2,-14.649,1,0.0307,0.847,3.36e-06,0.0515,0.299,95.529,audio_features,0kuKQQMx6L3efJuRVTgWQb,spotify:track:0kuKQQMx6L3efJuRVTgWQb,https://api.spotify.com/v1/tracks/0kuKQQMx6L3efJuRVTgWQb,https://api.spotify.com/v1/audio-analysis/0kuKQQMx6L3efJuRVTgWQb,310295,4
十年 *by* Eason Chan,0.6,0.468,8,-9.126,1,0.0335,0.865,3.13e-06,0.104,0.203,123.987,audio_features,25pWemriUQVrZ3yIiS2IBf,spotify:track:25pWemriUQVrZ3yIiS2IBf,https://api.spotify.com/v1/tracks/25pWemriUQVrZ3yIiS2IBf,https://api.spotify.com/v1/audio-analysis/25pWemriUQVrZ3yIiS2IBf,205424,4
我不願讓你一個人 *by* Mayday,0.474,0.509,7,-7.172,1,0.0253,0.415,0,0.466,0.387,143.985,audio_features,1mgRnm7MhmaMixc5w3huis,spotify:track:1mgRnm7MhmaMixc5w3huis,https://api.spotify.com/v1/tracks/1mgRnm7MhmaMixc5w3huis,https://api.spotify.com/v1/audio-analysis/1mgRnm7MhmaMixc5w3huis,265667,4
失落沙洲 *by* LaLa Hsu,0.422,0.366,7,-7.181,1,0.0333,0.728,0,0.112,0.224,80.197,audio_features,4vBoopG4WzohMju1GUmwoi,spotify:track:4vBoopG4WzohMju1GUmwoi,https://api.spotify.com/v1/tracks/4vBoopG4WzohMju1GUmwoi,https://api.spotify.com/v1/audio-analysis/4vBoopG4WzohMju1GUmwoi,299347,4
"愛, 很簡單 *by* David Tao",0.554,0.39,1,-10.28,1,0.0303,0.569,0,0.261,0.292,137.64,audio_features,6Lx7TdESAilNqcQl3GkE3C,spotify:track:6Lx7TdESAilNqcQl3GkE3C,https://api.spotify.com/v1/tracks/6Lx7TdESAilNqcQl3GkE3C,https://api.spotify.com/v1/audio-analysis/6Lx7TdESAilNqcQl3GkE3C,269533,4
安靜 *by* Jay Chou,0.507,0.402,10,-7.869,1,0.0279,0.613,8.85e-06,0.11,0.124,143.86,audio_features,4FOydQ5IdqmdeBgG9vFbPg,spotify:track:4FOydQ5IdqmdeBgG9vFbPg,https://api.spotify.com/v1/tracks/4FOydQ5IdqmdeBgG9vFbPg,https://api.spotify.com/v1/audio-analysis/4FOydQ5IdqmdeBgG9vFbPg,334240,4
心跳 *by* Leehom Wang,0.546,0.499,7,-6.139,1,0.0279,0.172,0,0.131,0.172,115.486,audio_features,6D6tjxdEoUKm2gpuPMZW6M,spotify:track:6D6tjxdEoUKm2gpuPMZW6M,https://api.spotify.com/v1/tracks/6D6tjxdEoUKm2gpuPMZW6M,https://api.spotify.com/v1/audio-analysis/6D6tjxdEoUKm2gpuPMZW6M,262080,4
手放開 *by* Sam Lee,0.694,0.622,1,-5.165,1,0.0377,0.312,0,0.106,0.456,111.941,audio_features,5Fk26WYo4rPF4zhKMsRUc2,spotify:track:5Fk26WYo4rPF4zhKMsRUc2,https://api.spotify.com/v1/tracks/5Fk26WYo4rPF4zhKMsRUc2,https://api.spotify.com/v1/audio-analysis/5Fk26WYo4rPF4zhKMsRUc2,265157,4
淘汰(國) *by* Eason Chan,0.52,0.553,9,-5.485,1,0.0296,0.23,0,0.334,0.201,118.004,audio_features,5RVsofiRRT48I9YAsexK8e,spotify:track:5RVsofiRRT48I9YAsexK8e,https://api.spotify.com/v1/tracks/5RVsofiRRT48I9YAsexK8e,https://api.spotify.com/v1/audio-analysis/5RVsofiRRT48I9YAsexK8e,283640,4
你不是真正的快樂 *by* Mayday,0.396,0.698,5,-4.756,1,0.0306,0.0708,9.81e-06,0.33,0.45,164.05,audio_features,0sJ7chRHiYpGcN5QA2ll05,spotify:track:0sJ7chRHiYpGcN5QA2ll05,https://api.spotify.com/v1/tracks/0sJ7chRHiYpGcN5QA2ll05,https://api.spotify.com/v1/audio-analysis/0sJ7chRHiYpGcN5QA2ll05,299907,4
我懷念的 *by* Stefanie Sun,0.434,0.391,4,-8.016,1,0.0341,0.755,0,0.109,0.283,139.972,audio_features,7z2M7DsEjZjwXBkWG3zd21,spotify:track:7z2M7DsEjZjwXBkWG3zd21,https://api.spotify.com/v1/tracks/7z2M7DsEjZjwXBkWG3zd21,https://api.spotify.com/v1/audio-analysis/7z2M7DsEjZjwXBkWG3zd21,289067,4
會呼吸的痛 *by* Fish Leong,0.67,0.518,7,-7.53,1,0.0278,0.538,0,0.111,0.195,112.006,audio_features,1v0WT8Lta6O9m8KuhbSUpI,spotify:track:1v0WT8Lta6O9m8KuhbSUpI,https://api.spotify.com/v1/tracks/1v0WT8Lta6O9m8KuhbSUpI,https://api.spotify.com/v1/audio-analysis/1v0WT8Lta6O9m8KuhbSUpI,272973,4
下雨天 *by* Nan Quan Mama,0.516,0.545,4,-6.761,1,0.0292,0.593,0,0.361,0.274,127.968,audio_features,63Qpnrn403cKcE8Y1N0nx0,spotify:track:63Qpnrn403cKcE8Y1N0nx0,https://api.spotify.com/v1/tracks/63Qpnrn403cKcE8Y1N0nx0,https://api.spotify.com/v1/audio-analysis/63Qpnrn403cKcE8Y1N0nx0,253080,4
喜歡你 *by* G.E.M.,0.554,0.755,5,-6.334,1,0.0885,0.143,0,0.254,0.342,156.152,audio_features,7JX2ClsnxN9GirkOezr01O,spotify:track:7JX2ClsnxN9GirkOezr01O,https://api.spotify.com/v1/tracks/7JX2ClsnxN9GirkOezr01O,https://api.spotify.com/v1/audio-analysis/7JX2ClsnxN9GirkOezr01O,239010,4
至少還有你 *by* Sandy Lam,0.479,0.542,4,-5.588,1,0.0322,0.531,5.19e-06,0.137,0.347,124.692,audio_features,0fGM6yMJ1swPXt5NI0GCdl,spotify:track:0fGM6yMJ1swPXt5NI0GCdl,https://api.spotify.com/v1/tracks/0fGM6yMJ1swPXt5NI0GCdl,https://api.spotify.com/v1/audio-analysis/0fGM6yMJ1swPXt5NI0GCdl,274800,4
普通朋友 *by* David Tao,0.56,0.278,5,-10.123,1,0.0351,0.678,0,0.131,0.465,177.823,audio_features,7CTitzr4eVIDCPUJi5Dr4B,spotify:track:7CTitzr4eVIDCPUJi5Dr4B,https://api.spotify.com/v1/tracks/7CTitzr4eVIDCPUJi5Dr4B,https://api.spotify.com/v1/audio-analysis/7CTitzr4eVIDCPUJi5Dr4B,255133,4
遇見 *by* Stefanie Sun,0.631,0.233,8,-13.016,1,0.0329,0.841,3.24e-06,0.228,0.442,91.864,audio_features,3xJK8ywApYVEYIDhymYMC6,spotify:track:3xJK8ywApYVEYIDhymYMC6,https://api.spotify.com/v1/tracks/3xJK8ywApYVEYIDhymYMC6,https://api.spotify.com/v1/audio-analysis/3xJK8ywApYVEYIDhymYMC6,209760,4
我們的愛 *by* F.I.R.,0.509,0.646,5,-4.051,0,0.0301,0.502,1.23e-05,0.0989,0.135,136.054,audio_features,0Q4YuuiCuxIIKUw2fb1cmV,spotify:track:0Q4YuuiCuxIIKUw2fb1cmV,https://api.spotify.com/v1/tracks/0Q4YuuiCuxIIKUw2fb1cmV,https://api.spotify.com/v1/audio-analysis/0Q4YuuiCuxIIKUw2fb1cmV,287027,4
勇氣 *by* Fish Leong,0.64,0.366,5,-9.357,1,0.0291,0.743,0,0.0952,0.235,115.801,audio_features,1HNJXq2ZPr74HyGZ65ZbBo,spotify:track:1HNJXq2ZPr74HyGZ65ZbBo,https://api.spotify.com/v1/tracks/1HNJXq2ZPr74HyGZ65ZbBo,https://api.spotify.com/v1/audio-analysis/1HNJXq2ZPr74HyGZ65ZbBo,239293,4
黃昏 *by* Steve Chou,0.501,0.511,7,-9.836,0,0.0291,0.122,0,0.279,0.113,78.045,audio_features,4mronxcllhfyhBRqyZi8kU,spotify:track:4mronxcllhfyhBRqyZi8kU,https://api.spotify.com/v1/tracks/4mronxcllhfyhBRqyZi8kU,https://api.spotify.com/v1/audio-analysis/4mronxcllhfyhBRqyZi8kU,344200,4
海闊天空 *by* Beyond,0.311,0.311,5,-11.516,1,0.0323,0.69,0,0.195,0.369,76.951,audio_features,77uktQePd9IdeMPVWlu1cO,spotify:track:77uktQePd9IdeMPVWlu1cO,https://api.spotify.com/v1/tracks/77uktQePd9IdeMPVWlu1cO,https://api.spotify.com/v1/audio-analysis/77uktQePd9IdeMPVWlu1cO,239507,4
猜不透 *by* Della,0.565,0.455,4,-6.632,1,0.0346,0.56,0,0.115,0.182,139.956,audio_features,2X2PpBmMlVnpLJOeurbLyp,spotify:track:2X2PpBmMlVnpLJOeurbLyp,https://api.spotify.com/v1/tracks/2X2PpBmMlVnpLJOeurbLyp,https://api.spotify.com/v1/audio-analysis/2X2PpBmMlVnpLJOeurbLyp,233360,4
SUPERWOMAN *by* Gary Chaw,0.633,0.621,5,-7.153,1,0.0326,0.531,0,0.108,0.522,139.857,audio_features,5NHvltxm8MjJnOWrln5j0t,spotify:track:5NHvltxm8MjJnOWrln5j0t,https://api.spotify.com/v1/tracks/5NHvltxm8MjJnOWrln5j0t,https://api.spotify.com/v1/audio-analysis/5NHvltxm8MjJnOWrln5j0t,313467,4
愛我還是他 *by* David Tao,0.465,0.391,11,-8.029,1,0.0304,0.758,0,0.112,0.152,133.025,audio_features,13bw75oRjvxMv9VGIeM32i,spotify:track:13bw75oRjvxMv9VGIeM32i,https://api.spotify.com/v1/tracks/13bw75oRjvxMv9VGIeM32i,https://api.spotify.com/v1/audio-analysis/13bw75oRjvxMv9VGIeM32i,292667,4
如果你也聽說 - Live *by* A-Mei Chang,0.474,0.467,10,-8.405,1,0.0359,0.588,0,0.104,0.128,116.999,audio_features,7os2CDyhobqhqm4XqI5mya,spotify:track:7os2CDyhobqhqm4XqI5mya,https://api.spotify.com/v1/tracks/7os2CDyhobqhqm4XqI5mya,https://api.spotify.com/v1/audio-analysis/7os2CDyhobqhqm4XqI5mya,313147,4
有沒有 *by* WeiBird,0.526,0.293,7,-10.401,1,0.0293,0.172,0,0.233,0.213,113.94,audio_features,34gdSzSmMXOSd4T0PtMzO4,spotify:track:34gdSzSmMXOSd4T0PtMzO4,https://api.spotify.com/v1/tracks/34gdSzSmMXOSd4T0PtMzO4,https://api.spotify.com/v1/audio-analysis/34gdSzSmMXOSd4T0PtMzO4,252227,3
分手快樂 *by* Fish Leong,0.51,0.416,3,-9.412,1,0.0329,0.45,0,0.174,0.167,137.52,audio_features,07RT3ZKAlXBMjXEJrN9Uxd,spotify:track:07RT3ZKAlXBMjXEJrN9Uxd,https://api.spotify.com/v1/tracks/07RT3ZKAlXBMjXEJrN9Uxd,https://api.spotify.com/v1/audio-analysis/07RT3ZKAlXBMjXEJrN9Uxd,276326,4
記得 *by* A-Mei Chang,0.4,0.336,11,-9.378,1,0.0334,0.903,0,0.206,0.306,60.455,audio_features,6bBs2Ws2YfdSlT3gNC2ZN0,spotify:track:6bBs2Ws2YfdSlT3gNC2ZN0,https://api.spotify.com/v1/tracks/6bBs2Ws2YfdSlT3gNC2ZN0,https://api.spotify.com/v1/audio-analysis/6bBs2Ws2YfdSlT3gNC2ZN0,286240,4
你要的愛 *by* Penny Tai,0.328,0.32,5,-10.292,1,0.0378,0.303,0,0.259,0.2,147.99,audio_features,709KzfwT1nOcSzBkLmO9mV,spotify:track:709KzfwT1nOcSzBkLmO9mV,https://api.spotify.com/v1/tracks/709KzfwT1nOcSzBkLmO9mV,https://api.spotify.com/v1/audio-analysis/709KzfwT1nOcSzBkLmO9mV,242440,4
如果沒有你 *by* Karen Mok,0.507,0.281,11,-11.657,1,0.0307,0.758,0,0.211,0.264,125.893,audio_features,5u6hY0h8gUWfPQSdNuKgQb,spotify:track:5u6hY0h8gUWfPQSdNuKgQb,https://api.spotify.com/v1/tracks/5u6hY0h8gUWfPQSdNuKgQb,https://api.spotify.com/v1/audio-analysis/5u6hY0h8gUWfPQSdNuKgQb,287013,4
缺口 *by* Harlem Yu,0.443,0.541,7,-5.455,1,0.0366,0.553,0,0.106,0.201,147.519,audio_features,26tYQnfiKZgAJohuBUCKp7,spotify:track:26tYQnfiKZgAJohuBUCKp7,https://api.spotify.com/v1/tracks/26tYQnfiKZgAJohuBUCKp7,https://api.spotify.com/v1/audio-analysis/26tYQnfiKZgAJohuBUCKp7,281812,4
修煉愛情 *by* JJ Lin,0.471,0.648,3,-3.968,1,0.0342,0.63,0,0.122,0.239,135.053,audio_features,190kU2WKyIzx9XaBjfWRPk,spotify:track:190kU2WKyIzx9XaBjfWRPk,https://api.spotify.com/v1/tracks/190kU2WKyIzx9XaBjfWRPk,https://api.spotify.com/v1/audio-analysis/190kU2WKyIzx9XaBjfWRPk,287000,4
童話 *by* Michael Wong,0.549,0.452,6,-5.373,1,0.0266,0.769,0,0.095,0.361,136.083,audio_features,09oeZoDXXHxQKZnGlewEQu,spotify:track:09oeZoDXXHxQKZnGlewEQu,https://api.spotify.com/v1/tracks/09oeZoDXXHxQKZnGlewEQu,https://api.spotify.com/v1/audio-analysis/09oeZoDXXHxQKZnGlewEQu,244968,4
我愛的人 *by* Jordan Chan,0.551,0.422,2,-7.447,1,0.0302,0.491,0,0.0963,0.172,131.655,audio_features,4OHaQq5eqpRgCqgVY3MpQY,spotify:track:4OHaQq5eqpRgCqgVY3MpQY,https://api.spotify.com/v1/tracks/4OHaQq5eqpRgCqgVY3MpQY,https://api.spotify.com/v1/audio-analysis/4OHaQq5eqpRgCqgVY3MpQY,266333,4
沒那麽簡單 *by* 黃小琥,0.334,0.431,6,-5.861,1,0.0347,0.672,0,0.101,0.212,201.701,audio_features,4xZIMRwaaBx7CZMmM6KLuh,spotify:track:4xZIMRwaaBx7CZMmM6KLuh,https://api.spotify.com/v1/tracks/4xZIMRwaaBx7CZMmM6KLuh,https://api.spotify.com/v1/audio-analysis/4xZIMRwaaBx7CZMmM6KLuh,310133,3
錯的人 *by* Elva Hsiao,0.511,0.511,4,-6.787,1,0.0366,0.76,0,0.104,0.239,127.826,audio_features,0fQla3BOmDbwE7e6I78LbZ,spotify:track:0fQla3BOmDbwE7e6I78LbZ,https://api.spotify.com/v1/tracks/0fQla3BOmDbwE7e6I78LbZ,https://api.spotify.com/v1/audio-analysis/0fQla3BOmDbwE7e6I78LbZ,311813,4
当你孤单你会想起谁 *by* Nicholas Teo,0.668,0.499,11,-4.87,1,0.0248,0.473,0,0.135,0.297,91.006,audio_features,558dTfMGywYbzFX0zVU4aC,spotify:track:558dTfMGywYbzFX0zVU4aC,https://api.spotify.com/v1/tracks/558dTfMGywYbzFX0zVU4aC,https://api.spotify.com/v1/audio-analysis/558dTfMGywYbzFX0zVU4aC,255440,4
人質 *by* A-Mei Chang,0.366,0.28,8,-7.394,1,0.033,0.884,1.82e-06,0.129,0.258,128.895,audio_features,6OAUhxFZzaRHHC8XiuIkvb,spotify:track:6OAUhxFZzaRHHC8XiuIkvb,https://api.spotify.com/v1/tracks/6OAUhxFZzaRHHC8XiuIkvb,https://api.spotify.com/v1/audio-analysis/6OAUhxFZzaRHHC8XiuIkvb,232853,4
我要快樂 *by* A-Mei Chang,0.333,0.512,7,-5.227,1,0.038,0.502,0,0.0982,0.122,133.343,audio_features,30QjAKDjn3auoVFiYzzhlV,spotify:track:30QjAKDjn3auoVFiYzzhlV,https://api.spotify.com/v1/tracks/30QjAKDjn3auoVFiYzzhlV,https://api.spotify.com/v1/audio-analysis/30QjAKDjn3auoVFiYzzhlV,251307,4
愛如潮水 *by* Jeff Chang,0.563,0.493,4,-9.53,1,0.033,0.15,1.12e-06,0.161,0.24,133.988,audio_features,0OOIgBn2ba6BQLInoUuZnj,spotify:track:0OOIgBn2ba6BQLInoUuZnj,https://api.spotify.com/v1/tracks/0OOIgBn2ba6BQLInoUuZnj,https://api.spotify.com/v1/audio-analysis/0OOIgBn2ba6BQLInoUuZnj,270640,4
遺失的美好 *by* Angela Chang,0.619,0.335,5,-9.407,1,0.0294,0.862,0,0.0742,0.209,99.824,audio_features,3kcnCi8MfkMqFKeznqEEOE,spotify:track:3kcnCi8MfkMqFKeznqEEOE,https://api.spotify.com/v1/tracks/3kcnCi8MfkMqFKeznqEEOE,https://api.spotify.com/v1/audio-analysis/3kcnCi8MfkMqFKeznqEEOE,261933,4
最熟悉的陌生人 *by* Elva Hsiao,0.692,0.521,7,-7.438,1,0.0307,0.248,0,0.129,0.412,119.882,audio_features,1VG8o5rUZQZ0wjs7Bi4siU,spotify:track:1VG8o5rUZQZ0wjs7Bi4siU,https://api.spotify.com/v1/tracks/1VG8o5rUZQZ0wjs7Bi4siU,https://api.spotify.com/v1/audio-analysis/1VG8o5rUZQZ0wjs7Bi4siU,259421,4
小情歌 *by* Sodagreen,0.524,0.525,2,-9.274,1,0.0316,0.785,0,0.0809,0.254,132.108,audio_features,0roIOt1l3otYmaSEDzsHxw,spotify:track:0roIOt1l3otYmaSEDzsHxw,https://api.spotify.com/v1/tracks/0roIOt1l3otYmaSEDzsHxw,https://api.spotify.com/v1/audio-analysis/0roIOt1l3otYmaSEDzsHxw,273573,4
好的事情 *by* Yen-J,0.529,0.464,9,-6.938,1,0.025,0.518,0,0.346,0.252,74.97,audio_features,5lIrAprbcskWeSMhsIpMsb,spotify:track:5lIrAprbcskWeSMhsIpMsb,https://api.spotify.com/v1/tracks/5lIrAprbcskWeSMhsIpMsb,https://api.spotify.com/v1/audio-analysis/5lIrAprbcskWeSMhsIpMsb,263107,4
還是要幸福 *by* Hebe Tien,0.335,0.428,5,-8.707,1,0.0431,0.712,0,0.0838,0.366,180.055,audio_features,71kOdzwgRzQ5jRNaWzJBHA,spotify:track:71kOdzwgRzQ5jRNaWzJBHA,https://api.spotify.com/v1/tracks/71kOdzwgRzQ5jRNaWzJBHA,https://api.spotify.com/v1/audio-analysis/71kOdzwgRzQ5jRNaWzJBHA,283467,4
天空 *by* Jolin Tsai,0.492,0.473,5,-8.357,1,0.035,0.0453,0,0.0798,0.167,125.871,audio_features,0mBAfQuVGW2YHZvUM2NsLb,spotify:track:0mBAfQuVGW2YHZvUM2NsLb,https://api.spotify.com/v1/tracks/0mBAfQuVGW2YHZvUM2NsLb,https://api.spotify.com/v1/audio-analysis/0mBAfQuVGW2YHZvUM2NsLb,277627,4
掉了 - Remastered *by* A-Mei Chang,0.543,0.466,1,-6.786,1,0.0272,0.804,0,0.0703,0.13,162.034,audio_features,2Zc7pDoOlX2zdH3ffG2R7A,spotify:track:2Zc7pDoOlX2zdH3ffG2R7A,https://api.spotify.com/v1/tracks/2Zc7pDoOlX2zdH3ffG2R7A,https://api.spotify.com/v1/audio-analysis/2Zc7pDoOlX2zdH3ffG2R7A,237733,4
